categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Noisy,0.7999,CTX193001369,2,13,"nebot obsah hrobu / 4 nádoby, nátepní destička a bronzová dýč-","nebot obsah hrobu / 4 nádoby, nátepní destička a bronzová dýč-",,"štěna,",ces_Latn,0.9800,ces_Latn,0.9800,203.00,11,62,0.0484,0,0,0,0,0,0,0.0227,0.3922,0.6042,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8940,CTX193001369,2,14,"ka / byl vybrán teprve způdy, zřícené následkem trvalých dešťů.","ka / byl vybrán teprve způdy, zřícené následkem trvalých dešťů.",,,ces_Latn,1.0000,ces_Latn,1.0000,52.00,10,63,0.0476,0,0,0,0,0,0,0.0000,0.3333,0.5098,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9314,CTX193001369,2,15,"Nádoba 1. Zvoncový pohár s plochým dnem, tmavě Červený, na nezdobených","Nádoba 1. Zvoncový pohár s plochým dnem, tmavě Červený, na nezdobených",,,ces_Latn,0.9001,ces_Latn,0.9001,46.75,11,70,0.0429,0,0,0,0,0,0,0.0000,0.3559,0.6250,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9249,CTX193001369,2,16,"částechvně jší strany jemně leštěný. VtlaČovaná výzdoba, nesoucí dosud","částechvně jší strany jemně leštěný. VtlaČovaná výzdoba, nesoucí dosud",,,ces_Latn,1.0000,ces_Latn,1.0000,131.00,9,70,0.0286,1,0,0,0,0,0,0.0278,0.3871,0.5167,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9355,CTX193001369,2,17,"stopy bé inkrustace, pokrývá v sedmi vodorovných pruzích celý povrch","stopy bé inkrustace, pokrývá v sedmi vodorovných pruzích celý povrch",,,ces_Latn,0.8813,ces_Latn,0.8813,119.50,10,68,0.0147,0,0,0,0,0,0,0.0000,0.3559,0.5345,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.6020,CTX193001369,2,18,", poháru. Rozměry : v - 185""mm, pr. okraje - 20 mm, pr. dna - 80 mm.",", poháru. Rozměry : v - 185""mm, pr. okraje - 20 mm, pr. dna - 80 mm.",,,ces_Latn,0.9788,ces_Latn,0.9788,37.00,17,68,0.1765,0,1,1,0,0,0,0.2765,0.2222,0.6061,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.5500,CTX193001369,2,19,"Tb.I.,1. ; V., 4. č.neg420.","Tb.I.,1. ; V., 4. č.neg420.",,,slk_Latn,0.2597,slk_Latn,0.2597,486.00,5,27,0.3704,0,0,1,0,0,0,0.0300,0.1111,0.5000,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9156,CTX193001369,2,20,"Nádoba 2* Zvoncový pohár se zakulaceným, uprostřed promáčknutým dnem,","Nádoba 2* Zvoncový pohár se zakulaceným, uprostřed promáčknutým dnem,",,,ces_Latn,0.9927,ces_Latn,0.9927,70.00,9,69,0.0435,0,0,1,0,0,0,0.0611,0.3667,0.6140,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9738,CTX193001369,2,21,"tmavě červený, na nezdobených částech vnější strany hlazený. Výzdoba","tmavě červený, na nezdobených částech vnější strany hlazený. Výzdoba",,,ces_Latn,1.0000,ces_Latn,1.0000,58.00,9,68,0.0294,0,0,0,0,0,0,0.0000,0.3667,0.5172,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9370,CTX193001369,2,22,"v některých místech silně bíle inkrustovaná, tvoří 5 vodorovných pruhů,","v některých místech silně bíle inkrustovaná, tvoří 5 vodorovných pruhů,",,,ces_Latn,1.0000,ces_Latn,1.0000,40.50,10,71,0.0282,0,0,0,0,0,0,0.0250,0.3607,0.4576,False,False,True,False,False,False,False,False,False,False,False
Clear,0.8860,CTX193001369,2,23,pokrývajících ce_lý povrch nádoby až k proláklině ve dnu. Rozměry: v -,pokrývajících ce_lý povrch nádoby až k proláklině ve dnu. Rozměry: v -,,,ces_Latn,1.0000,ces_Latn,1.0000,179.00,12,70,0.0571,0,0,0,0,0,0,0.0333,0.3559,0.4545,False,False,False,False,False,False,True,False,False,False,False
Trash,0.4927,CTX193001369,2,24,"145 mm, pr. okraje - 167 mm, pr. dna - 57 mm. - •","145 mm, pr. okraje - 167 mm, pr. dna - 57 mm. - •",,,ces_Latn,0.5366,ces_Latn,0.5366,68.00,14,49,0.1837,0,0,0,0,0,0,0.3000,0.1429,0.6316,False,False,False,False,True,False,False,False,False,False,False
Noisy,0.5500,CTX193001369,2,25,"Tb.I. ,2. ; V.,2. č. neg. 421.","Tb.I. ,2. ; V.,2. č. neg. 421.",,,ces_Latn,0.3211,ces_Latn,0.3211,179.00,7,30,0.3667,0,0,0,0,0,0,0.0000,0.1053,0.5000,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9207,CTX193001369,2,26,"Nádoba 3. Vysoký, mékce profilovaný pohár, hrubě hnětený ze žlutoše-","Nádoba 3. Vysoký, mékce profilovaný pohár, hrubě hnětený ze žlutoše-",,,ces_Latn,1.0000,ces_Latn,1.0000,96.00,10,68,0.0588,0,0,0,0,0,0,0.0000,0.4138,0.5000,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.6153,CTX193001369,2,27,"dé hlíny. Rozměry ; v- 144 mm, pr. okraje - 125 mm, pr. dna 65mm:","dé hlíny. Rozměry ; v- 144 mm, pr. okraje - 125 mm, pr. dna 65mm:",,,ces_Latn,0.9978,ces_Latn,0.9978,43.75,15,65,0.1385,0,1,0,0,0,0,0.2567,0.2326,0.5882,False,False,False,False,False,True,False,False,False,False,False
Trash,0.3532,CTX193001369,2,28,"■Tb.I., 3. -C.neg.-421. '","■Tb.I., 3. -C.neg.-421. '",,,ces_Latn,0.7500,swe_Latn,0.0551,502.00,4,25,0.4400,0,0,0,0,0,0,0.1000,0.1111,0.4286,False,False,False,False,True,False,False,False,False,False,False
Clear,0.8820,CTX193001369,2,29,"Nádoba 4. Široká mísa s, rovně seříznutým okrajem, přiněmž těsn"" umístS-","Nádoba 4. Široká mísa s, rovně seříznutým okrajem, přiněmž těsn"" umístS-",,,ces_Latn,1.0000,ces_Latn,1.0000,112.00,11,72,0.0694,1,0,0,0,0,0,0.0227,0.3607,0.5179,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9264,CTX193001369,2,30,no tunelovité ouško. Mísa spočívá na čtyřech nízkých nožkách. Roz/,no tunelovité ouško. Mísa spočívá na čtyřech nízkých nožkách. Roz/,,,ces_Latn,0.9995,ces_Latn,0.9995,105.00,10,66,0.0455,0,0,0,0,0,0,0.0000,0.3860,0.4630,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.6549,CTX193001369,2,31,"měry : V - 78mm, pr. okraje - 282mm, v. nožek - 12mm. *","měry : V - 78mm, pr. okraje - 282mm, v. nožek - 12mm. *",,,ces_Latn,0.9968,ces_Latn,0.9968,49.75,14,55,0.1818,0,3,0,0,0,0,0.0750,0.2000,0.6400,False,False,False,False,False,True,False,False,False,False,False
Trash,0.4241,CTX193001369,2,32,"Tb. I., č. 4. ; 3, neg: 422,","Tb. I., č. 4. ; 3, neg: 422,",,,slk_Latn,0.2507,slk_Latn,0.2507,115.50,8,28,0.3214,0,0,0,0,0,0,0.3375,0.1250,0.4286,False,False,False,False,True,False,False,False,False,False,False
Noisy,0.7999,CTX193001369,2,33,"5 / Bronzová, dýčka trojúhelníkovitá, s řapem, jehož okraje jsou","5 / Bronzová, dýčka trojúhelníkovitá, s řapem, jehož okraje jsou",,,ces_Latn,1.0000,ces_Latn,1.0000,43.25,10,64,0.0625,0,0,0,1,0,0,0.0250,0.3889,0.4600,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9709,CTX193001369,2,34,"mírně zvýšeny zvláště na jedné straně, jež je hladká, kdežto na druhé,","mírně zvýšeny zvláště na jedné straně, jež je hladká, kdežto na druhé,",,,ces_Latn,1.0000,ces_Latn,1.0000,13.38,12,70,0.0429,0,0,0,0,0,0,0.0000,0.3559,0.4286,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9647,CTX193001369,2,35,drsnější straně zvýšení není tak patrno. Hrot čepele chybí. Zachovaná,drsnější straně zvýšení není tak patrno. Hrot čepele chybí. Zachovaná,,,ces_Latn,1.0000,ces_Latn,1.0000,99.00,10,69,0.0290,0,1,0,0,0,0,0.0350,0.3667,0.4483,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.6121,CTX193001369,3,1,"délka - 64mm, nejv. šířka - 35 mm’. • .","délka - 64mm, nejv. šířka - 35 mm’. • .",,,ces_Latn,0.9998,ces_Latn,0.9998,112.00,10,39,0.2051,0,1,0,0,0,0,0.0750,0.1923,0.4444,False,False,False,False,False,True,False,False,False,False,False
Trash,0.3731,CTX193001369,3,2,"Tb. I. ,5. č,neg.423. . . ' •","Tb. I. ,5. č,neg.423. . . ' •",,,ces_Latn,0.7500,vie_Latn,0.2032,346.00,8,29,0.3793,0,0,0,0,0,0,0.3063,0.1111,0.4286,False,False,False,False,True,False,False,False,False,False,False
Clear,0.9133,CTX193001369,3,3,"6/ Nátepní desička vybroušená ze šedočernéno vrstevnatého kamene,","6/ Nátepní desička vybroušená ze šedočernéno vrstevnatého kamene,",,,ces_Latn,0.9965,ces_Latn,0.9965,179.00,8,65,0.0308,0,0,0,0,0,0,0.0312,0.4211,0.6000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9727,CTX193001369,3,4,"mírně prohnutá podél delší osy, se čtyřmi otvory v rozích. Na vnější","mírně prohnutá podél delší osy, se čtyřmi otvory v rozích. Na vnější",,,ces_Latn,1.0000,ces_Latn,1.0000,72.50,12,68,0.0294,0,0,0,0,0,0,0.0000,0.3860,0.5091,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7367,CTX193001369,3,5,straně destičkyi j sou zřetelně patrny * 2 9. .,straně destičkyi j sou zřetelně patrny * 2 9. .,,,ces_Latn,1.0000,ces_Latn,1.0000,314.00,10,47,0.0638,0,0,0,0,0,0,0.1100,0.3611,0.4848,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8186,CTX193001369,3,6,", , pričné ryhy, způsobené zpětným",", , pričné ryhy, způsobené zpětným",,,ces_Latn,1.0000,ces_Latn,1.0000,77.00,6,34,0.0882,0,0,0,0,0,0,0.0000,0.3448,0.5769,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8000,CTX193001369,3,7,"odrazem tětivy luku. Rozměry : d - 114mm/ při okrajích 111 mm/ , š -","odrazem tětivy luku. Rozměry : d - 114mm/ při okrajích 111 mm/ , š -",,,ces_Latn,1.0000,ces_Latn,1.0000,102.00,15,68,0.1029,0,1,0,0,0,0,0.1367,0.3125,0.4878,False,False,False,False,False,False,True,False,False,False,False
Non-text,0.0,CTX193001369,3,8,33 mm. - . ' .,33 mm. - . ' .,,,,0.0,,0.0,0.0,0,14,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.2826,CTX193001369,3,9,"Tb.1.,6. č.neg423. j 1 "" ■ •","Tb.1.,6. č.neg423. j 1 "" ■ •",,,ces_Latn,0.7500,slv_Latn,0.2842,688.00,7,28,0.3214,0,0,1,0,0,0,0.4000,0.0625,0.4286,False,False,False,False,True,False,False,False,False,False,False
Noisy,0.6938,CTX193001369,3,10,Hrob 1. získal p. Ševčík - viz č.j. 559/29. Aacu. .,Hrob 1. získal p. Ševčík - viz č.j. 559/29. Aacu. .,,,ces_Latn,0.9882,ces_Latn,0.9882,131.00,11,51,0.1765,0,0,0,0,1,0,0.0000,0.2571,0.3846,False,False,False,False,False,True,False,False,False,False,False
Non-text,0.0,CTX193001369,3,11,Aie 27 “73 -C,Aie 27 “73 -C,,,,0.0,,0.0,0.0,0,13,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8000,CTX193001369,3,12,"Hrob 2. / 26.1X.1928 ./ Kostra, jejíž lebka byla promáčknuta,","Hrob 2. / 26.1X.1928 ./ Kostra, jejíž lebka byla promáčknuta,",,,ces_Latn,0.9994,ces_Latn,0.9994,168.00,10,61,0.1311,0,0,1,0,0,0,0.0350,0.2955,0.4167,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9652,CTX193001369,3,13,"spočívala na pravém boku, ve skrčený poloze.. Spodní čelist ležela pod","spočívala na pravém boku, ve skrčený poloze.. Spodní čelist ležela pod",,,ces_Latn,0.9965,ces_Latn,0.9965,82.00,11,70,0.0429,0,0,0,0,0,0,0.0000,0.3833,0.5789,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7321,CTX193001369,3,14,"lebkou. Milodary nenaleženy žádné.’ č.neg. 451,452. Tb. XIV.","lebkou. Milodary nenaleženy žádné.’ č.neg. 451,452. Tb. XIV.",,,ces_Latn,0.9661,ces_Latn,0.9661,356.00,8,60,0.1500,0,1,0,0,0,0,0.1187,0.3404,0.5789,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.5514,CTX193001369,3,15,Kopal p. Ševčík - viz č.j. 560 /29. . - - -,Kopal p. Ševčík - viz č.j. 560 /29. . - - -,,,ces_Latn,0.9815,ces_Latn,0.9815,87.00,12,43,0.2326,0,0,0,0,0,0,0.2333,0.1852,0.4118,False,False,False,False,False,True,False,False,False,False,False
Non-text,0.0,CTX193001369,3,16,. 2 . .,. 2 . .,,,,0.0,,0.0,0.0,0,7,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX193001369,3,17,■ ■ • .. ' . ..,■ ■ • .. ' . ..,,,,0.0,,0.0,0.0,0,15,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.6897,CTX193001369,3,18,|H r o b 3. / 1.x.1928. / . Poloha kostry a milodarů nemohla býti,|H r o b 3. / 1.x.1928. / . Poloha kostry a milodarů nemohla býti,,,ces_Latn,0.9949,ces_Latn,0.9949,191.00,15,65,0.1231,0,0,0,0,0,0,0.2100,0.3556,0.4595,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8710,CTX193001369,3,19,"zjištěna, poněvadž, hrob byl nalezen ve zřícené půdě. . ‘","zjištěna, poněvadž, hrob byl nalezen ve zřícené půdě. . ‘",,,ces_Latn,1.0000,ces_Latn,1.0000,66.00,10,57,0.0877,0,0,0,0,0,0,0.0000,0.3542,0.5349,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9294,CTX193001369,3,20,"Nádoba 1. Nízký, široký džbánek se slabě sevřeným, nezřetelně odsazeným","Nádoba 1. Nízký, široký džbánek se slabě sevřeným, nezřetelně odsazeným",odsaze,,ces_Latn,1.0000,ces_Latn,1.0000,21.75,10,71,0.0423,0,1,0,0,0,0,0.0350,0.3934,0.5862,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9707,CTX193001369,3,21,"hrdlem, jež jest překlenuto páskovým uchem. V největším objemu","hrdlem, jež jest překlenuto páskovým uchem. V největším objemu",,ným,ces_Latn,1.0000,ces_Latn,1.0000,63.75,9,62,0.0323,0,0,0,0,0,0,0.0000,0.3333,0.5769,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9623,CTX193001369,3,22,břicha jest zaoblený lom. Vyroben jest z jemné tmavěšedé hlíny.,břicha jest zaoblený lom. Vyroben jest z jemné tmavěšedé hlíny.,,,ces_Latn,0.9991,ces_Latn,0.9991,174.00,10,63,0.0317,0,0,0,0,0,0,0.0000,0.3704,0.5385,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.6471,CTX193001369,3,23,"Rozměry ; v - 88mm, pr. okraje - 76mm, v.hrdla - 33mm,pr .dna45mm.","Rozměry ; v - 88mm, pr. okraje - 76mm, v.hrdla - 33mm,pr .dna45mm.",,,ces_Latn,0.9770,ces_Latn,0.9770,79.50,13,66,0.1667,0,4,1,0,0,0,0.1577,0.1739,0.6000,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.5500,CTX193001369,3,24,"Tb.II.,1. Č.neg. 424.","Tb.II.,1. Č.neg. 424.",,,ces_Latn,0.1530,ces_Latn,0.1530,216.00,3,21,0.3333,0,0,0,0,0,0,0.1167,0.2000,0.3750,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.5645,CTX193001369,3,25,"Kepel P.r šedstzei, b 565/29 . _","Kepel P.r šedstzei, b 565/29 . _",,,ces_Latn,0.6686,ces_Latn,0.6686,664.00,7,32,0.1562,0,0,0,0,0,0,0.1214,0.2381,0.6250,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8877,CTX193001369,3,26,"Nádoba 2. polokulovitá mísa s rovně.šeřížnutým , nepatrně rozšířeným","Nádoba 2. polokulovitá mísa s rovně.šeřížnutým , nepatrně rozšířeným",,,ces_Latn,1.0000,ces_Latn,1.0000,68.00,9,68,0.0441,0,0,0,0,0,0,0.0000,0.4068,0.5179,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8007,CTX193001369,3,27,"okrajem. Povrch žlutošedý, místy slabě lesklý. Rozměry : pr. - 230mm,","okrajem. Povrch žlutošedý, místy slabě lesklý. Rozměry : pr. - 230mm,",,,ces_Latn,0.9999,ces_Latn,0.9999,99.00,11,69,0.1014,0,1,0,0,0,0,0.0318,0.3036,0.4898,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.5500,CTX193001369,3,28,"v.- 98mm, š.okraje - 13 mm.","v.- 98mm, š.okraje - 13 mm.",,,ces_Latn,0.8630,ces_Latn,0.8630,163.00,6,27,0.2222,0,1,0,0,0,0,0.0583,0.1667,0.5833,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.5500,CTX193001369,3,29,"Tb.II. ,8. č.neg.424.","Tb.II. ,8. č.neg.424.",,,ces_Latn,0.2073,ces_Latn,0.2073,568.00,3,21,0.3333,0,0,0,0,0,0,0.1167,0.2000,0.3750,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7354,CTX193001369,3,30,Hrob 2. získal p. Ševčík - viz č.j,Hrob 2. získal p. Ševčík - viz č.j,,,ces_Latn,0.9963,ces_Latn,0.9963,197.00,8,34,0.1176,0,0,0,0,0,0,0.0000,0.2308,0.4091,False,False,False,False,False,True,False,False,False,False,False
Non-text,0.0,CTX193001369,3,31,560/29.,560/29.,,,,0.0,,0.0,0.0,0,7,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX193001369,3,32,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9356,CTX193001369,3,33,"Hrob 4. Kostra, spočívající ve skrčené poloze na levém boku, obličejem","Hrob 4. Kostra, spočívající ve skrčené poloze na levém boku, obličejem",obli,,ces_Latn,0.9999,ces_Latn,0.9999,56.25,11,70,0.0429,0,0,0,0,0,0,0.0000,0.3898,0.5357,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9679,CTX193001369,3,34,"k východu, byla velmi setlelá, pouze lebka byla poněkud lépe uchována.","k východu, byla velmi setlelá, pouze lebka byla poněkud lépe uchována.",u,čejem,ces_Latn,1.0000,ces_Latn,1.0000,50.50,11,70,0.0429,0,0,0,0,0,0,0.0000,0.4333,0.5614,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9668,CTX193001369,3,35,"U nohou kostry ležely dva zdobené zvoncové poháry, z nichž","U nohou kostry ležely dva zdobené zvoncové poháry, z nichž",,chována.,ces_Latn,0.9257,ces_Latn,0.9257,153.00,10,58,0.0172,0,0,0,0,0,0,0.0000,0.4082,0.6250,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9824,CTX193001369,3,36,větší spolu s malým džbánkem byly přikryty mísou. Po levé straně pánve,větší spolu s malým džbánkem byly přikryty mísou. Po levé straně pánve,,,ces_Latn,1.0000,ces_Latn,1.0000,53.00,12,70,0.0143,0,0,0,0,0,0,0.0000,0.3898,0.5690,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7941,CTX193001369,3,37,"směrem k míse, byly dva pazourky. 8.neg.453-156. Tb.XV. .","směrem k míse, byly dva pazourky. 8.neg.453-156. Tb.XV. .",,,ces_Latn,0.9999,ces_Latn,0.9999,304.00,9,57,0.1579,0,0,0,0,0,0,0.0778,0.2857,0.6667,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8832,CTX193001369,4,1,"Nádoba 1. Zvoncový'pohár s plochým dnem, tmavěčervený, místy světlejší .","Nádoba 1. Zvoncový'pohár s plochým dnem, tmavěčervený, místy světlejší .",,,ces_Latn,0.9983,ces_Latn,0.9983,68.00,10,72,0.0694,0,0,0,0,0,0,0.0000,0.3387,0.5614,False,False,False,False,False,False,True,False,False,False,False
Non-text,0.0,CTX193001369,4,2,"t , •","t , •",,,,0.0,,0.0,0.0,0,5,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9663,CTX193001369,4,3,"na vnější straně jemně leštěný-,- pokrytý čtyřmi pruhy v tlač ovane výzdoby","na vnější straně jemně leštěný-,- pokrytý čtyřmi pruhy v tlač ovane výzdoby",,,ces_Latn,1.0000,ces_Latn,1.0000,102.00,12,75,0.0400,0,0,0,0,0,0,0.0000,0.3750,0.4754,False,False,False,False,False,False,True,False,False,False,False
