categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Non-text,0.0,CTX192601143,1,11,"A*20.. ,","A*20.. ,",,,,0.0,,0.0,0.0,0,8,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX192601143,1,12,ô |WCO 0 9 ( / 0 0,ô |WCO 0 9 ( / 0 0,,,,0.0,,0.0,0.0,0,18,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX192601143,1,13,A . 0U A •,A . 0U A •,,,,0.0,,0.0,0.0,0,10,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX192601143,1,14,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.3298,CTX192601143,1,15,"RAnkmds.ns d LAoan NC.nwwvu ""A~,wAonhal","RAnkmds.ns d LAoan NC.nwwvu ""A~,wAonhal",,,ces_Latn,0.7500,lim_Latn,0.5805,4352.00,5,39,0.1282,4,1,0,2,0,1,0.7200,0.2571,0.6000,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5499,CTX192601143,1,16,kioum Lly ad luo a/l6 707 (woln.,kioum Lly ad luo a/l6 707 (woln.,,,ces_Latn,0.7500,fin_Latn,0.4715,1000.00,7,32,0.0938,0,0,1,1,0,0,0.0500,0.4091,0.5263,False,False,False,False,True,False,False,False,False,True,False
Non-text,0.0,CTX192601143,1,17,". . , t , , / 9J09., , I",". . , t , , / 9J09., , I",,,,0.0,,0.0,0.0,0,24,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.1512,CTX192601143,1,18,gLo wo MUlm.,gLo wo MUlm.,,,eng_Latn,0.5324,eng_Latn,0.5324,59904.00,3,12,0.0833,2,0,0,0,0,0,0.7500,0.3000,0.6667,False,False,False,False,True,False,False,False,False,True,False
Empty,0.0,CTX192601143,1,19,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.5115,CTX192601143,1,20,"""g fou "" **3044 A. N(Rdi?""","g fou "" **3044 A. N(Rdi?""",,,ces_Latn,0.7500,cat_Latn,0.9982,3168.00,6,26,0.3077,0,1,0,0,0,0,0.2667,0.2353,0.4444,False,False,False,False,True,False,False,False,False,True,False
Trash,0.6071,CTX192601143,1,21,wL-U~ kyuto Cona JaaVHUoaAL,wL-U~ kyuto Cona JaaVHUoaAL,,,ces_Latn,0.7500,fin_Latn,0.8718,8640.00,4,27,0.0741,2,1,0,1,0,0,0.3625,0.5000,0.4545,False,False,False,False,False,True,False,False,False,True,True
Trash,0.5263,CTX192601143,1,22,((onuou WwaN .K,((onuou WwaN .K,,,ces_Latn,0.7500,afr_Latn,0.4058,6304.00,3,15,0.2000,1,0,0,1,1,1,0.6000,0.3846,0.8000,False,False,False,False,True,False,False,False,False,True,False
Trash,0.3503,CTX192601143,1,23,"2. WA, W'TxfVuUL .","2. WA, W'TxfVuUL .",,,ces_Latn,0.7500,nld_Latn,0.8588,9152.00,4,18,0.2222,1,0,0,0,0,0,0.4250,0.2143,0.6000,False,False,False,False,True,False,False,False,False,True,False
Trash,0.3365,CTX192601143,1,24,""" 0 ANUdn—0 "" /rM?""(42 /gA 4 C olo64.""",""" 0 ANUdn—0 "" /rM?""(42 /gA 4 C olo64.",,,ces_Latn,0.7500,glg_Latn,0.1470,828.00,9,38,0.2632,3,0,1,0,0,0,0.4833,0.2174,0.5385,False,False,False,False,True,False,False,False,False,True,False
Non-text,0.0,CTX192601143,1,25,"Na 0/AAu , doM3","Na 0/AAu , doM3",,,,0.0,,0.0,0.0,0,15,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX192601143,1,26,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.8345,CTX192601143,1,27,e.ao u,e.ao u,,,ces_Latn,0.7500,bos_Latn,0.8229,850.00,2,6,0.1667,0,0,0,0,0,0,0.0000,0.8000,0.7500,False,False,False,False,False,False,True,False,False,True,False
Trash,0.5499,CTX192601143,1,28,b0—lixk,b0—lixk,,,ces_Latn,0.7500,azj_Latn,0.4531,850.00,1,7,0.1429,0,0,1,0,0,0,0.3500,0.1667,0.4000,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5004,CTX192601143,1,29,"(8 aqlui (i *),zoyolonnk. /","(8 aqlui (i *),2oyolonnk. /",,,ces_Latn,0.7500,azj_Latn,0.7303,2976.00,5,27,0.2593,0,1,0,1,0,0,0.2400,0.3636,0.6000,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5499,CTX192601143,1,30,WVL A,WVL A,,,eng_Latn,0.9771,eng_Latn,0.9771,850.00,2,5,0.0000,0,0,0,0,0,0,0.3500,0.2500,0.5000,True,False,False,False,True,False,False,False,False,False,False
Non-text,0.0,CTX192601143,1,31,i,i,,,,0.0,,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX192601143,1,32,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.4700,CTX192601143,1,33,A he (9 Aon&r ( 3 dvz NoreKy <,A he (9 Aon&r ( 3 dvz NoreKy <,,,slk_Latn,0.5960,slk_Latn,0.5960,4928.00,9,30,0.1333,1,0,0,0,0,0,0.4167,0.3500,0.6250,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5499,CTX192601143,1,34,"A &a e2 Xu Ao AJ o • ""(ouaa ona éoropuo%o cowkn4 VacRlow","A &a e2 Xu Ao AJ o • ""(ouaa ona éoropuo%o cowkn4 VacRlow",,,ces_Latn,0.7500,glg_Latn,0.7747,7136.00,13,56,0.0893,1,1,2,1,2,0,0.4115,0.5476,0.5676,False,False,False,False,True,False,False,False,False,True,False
Trash,0.4523,CTX192601143,1,35,"mQG4nU. OQok)S<l. A jan(ou, q4 3 e. cllouAd mAlawinl ~ zoolok’ -","mQG4nU. OQok)S<l. A jan(ou, q4 3 e. cllouAd mAlawinl ~ zoolok’ -",,,ces_Latn,0.1012,ces_Latn,0.1012,828.00,12,64,0.1562,4,1,2,1,0,0,0.3042,0.3400,0.5750,False,False,False,False,True,False,False,False,False,True,False
Non-text,0.0,CTX192601143,1,36,". U 5, 09 . A. . / _ V -/ ( -",". U 5, 09 . A. . / _ V -/ ( -",,,,0.0,,0.0,0.0,0,29,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.5212,CTX192601143,1,37,A PO%«/U 0A2N(oMIL N Nowec,A PO%«/U 0A2N(oMIL N Nowec,,,pol_Latn,0.4354,pol_Latn,0.4354,2048.00,5,26,0.1538,1,0,1,0,0,0,0.3700,0.4000,0.6875,False,False,False,False,True,False,False,False,False,True,False
Non-text,0.0,CTX192601143,1,38,"'V ,","'V ,",,,,0.0,,0.0,0.0,0,4,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX192601143,1,39,"""0"" /le""","0"" /le""",,,,0.0,,0.0,0.0,0,8,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX192601143,1,40,. //,. //,,,,0.0,,0.0,0.0,0,4,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.2148,CTX192601143,1,41,"""/4AAwo 4 {""","/4AAwo 4 {""",,,ces_Latn,0.7500,ewe_Latn,0.5623,11072.00,3,12,0.3333,0,1,1,0,1,0,0.3167,0.3750,0.5000,False,False,False,False,True,False,False,False,False,True,False
Empty,0.0,CTX192601143,1,42,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.5499,CTX192601143,1,43,"Comu N /09 (, /cho A.hle,","Comu N /09 (, /cho A.hle,",,,ces_Latn,0.7500,spa_Latn,0.1727,2800.00,6,25,0.2400,0,0,0,0,0,0,0.1417,0.2778,0.5000,False,False,False,False,True,False,False,False,False,True,False
Trash,0.4507,CTX192601143,1,44,"M."" 24 £0 Aonda 4 oc","M."" 24 £0 Aonda 4 oc",,,ces_Latn,0.7500,swe_Latn,0.4791,2048.00,6,20,0.1500,0,0,0,0,0,0,0.4000,0.3636,0.6250,False,False,False,False,True,False,False,False,False,True,False
Trash,0.0142,CTX192601143,1,45,-v/as* yXk),-v/as* yXk),,,ces_Latn,0.7500,vie_Latn,0.2172,850.00,2,11,0.3636,1,0,0,0,0,0,0.8750,0.2000,0.6667,False,False,False,False,True,False,False,False,False,True,False
Trash,0.4638,CTX192601143,1,46,"424 3 Awduk-o fl*o ""Ca ° 4o9lko"" ""oecN(or. Z"""" V (9—n( ""*","424 3 Awduk-o fl*o ""Ca ° 4o9lko"" ""oecN(or. Z"""" V (9—n( ""*",,,slk_Latn,0.3745,slk_Latn,0.3745,968.00,12,57,0.2632,1,0,2,0,0,0,0.1167,0.2564,0.5833,False,False,False,False,True,False,False,False,False,True,False
Trash,0.4061,CTX192601143,1,47,V XUC2 —,V XUC2 —,,,ces_Latn,0.7500,ast_Latn,0.9855,2320.00,3,8,0.1250,0,0,1,0,0,0,0.5667,0.2000,0.7500,True,False,False,False,True,False,False,False,False,True,False
Empty,0.0,CTX192601143,1,48,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.4323,CTX192601143,1,49,""" ‘ ' ‘(Ga0a)ANlon Ar ccéonŇgr ro(eri""",""" ‘ ' ‘(Ga0a)ANlon Ar ccéonŇgr ro(eri",,,fra_Latn,0.2512,fra_Latn,0.2512,8640.00,7,38,0.2105,1,1,1,0,0,0,0.1643,0.3226,0.3043,False,False,False,False,True,False,False,False,False,True,False
Trash,0.6471,CTX192601143,1,50,Lurku . Qol ~ A.,Lurku . Qol ~ A.,,,ces_Latn,0.7500,uzn_Latn,0.9294,4608.00,5,16,0.1875,0,0,0,0,0,0,0.0400,0.3333,0.4444,False,False,False,False,False,True,False,False,False,True,True
Trash,0.2788,CTX192601143,1,51,AW A X/wU,AW A X/wU,,,ces_Latn,0.7500,twi_Latn,0.9435,26624.00,3,9,0.1111,1,0,0,0,0,0,0.6667,0.4286,0.6667,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5499,CTX192601143,1,52,"Cowokuu,4l uoxa.Lelisly AkueMlioóy,Emkoonočoky)(jioe","Cowokuu,4l uoxa.Lelisly AkueMlioóy,Emkoonočoky)(jioe",,,ces_Latn,0.7500,fin_Latn,0.3973,2048.00,3,52,0.0962,1,0,0,1,1,0,0.2167,0.5306,0.5909,False,False,False,False,True,False,False,False,False,True,False
Trash,0.4132,CTX192601143,1,53,60Di(Ako XGAo dfie.’Uz. Ma0lo/ci oUru* dlé°Aduooc4/y,60Di(Ako XGAo dfie.’Uz. Ma0lo/ci oUru* dlé°Aduooc4/y,,,ces_Latn,0.2346,ces_Latn,0.2346,2176.00,6,52,0.1538,2,0,3,1,1,0,0.4250,0.4651,0.5429,False,False,False,False,True,False,False,False,False,True,False
Trash,0.4686,CTX192601143,1,54,"Ane? \ C ko NCnuAL* Gnkúpu4o coscAo Ncuaxd,2""4L4 dcA.R*.,/oPC.K/Chu.","Ane? \ C ko NCnuAL* Gnkúpu4o coscAo Ncuaxd,2""4L4 dcA.R*.,/oPC.K/Chu.",,,ces_Latn,0.7500,vie_Latn,0.4144,2256.00,9,68,0.1912,3,0,2,0,0,0,0.3444,0.2857,0.4884,False,False,False,False,True,False,False,False,False,True,False
Trash,0.4917,CTX192601143,1,55,"(oL, —oy Mgnqd ) olgwv Puoe 4cpveCnw fo89u. dy 9 -0 I c kW i","(oL, —oy Mgnqd ) olgwv Puoe 4cpveCnw fo89u. dy 9 -0 I c kW i",,,ces_Latn,0.7500,lmo_Latn,0.9909,1128.00,15,60,0.1000,3,0,2,2,1,0,0.6467,0.3171,0.6857,False,False,False,False,True,False,False,False,False,True,False
Non-text,0.0,CTX192601143,1,56,- - / LaA -7 ‘),- - / LaA -7 ‘),,,,0.0,,0.0,0.0,0,15,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.5499,CTX192601143,2,1,"Oadeji MelQcl, oělueó AXowusnu (Xulie?","Oadeji MelQcl, oělueó AXowusnu (Xulie?",,,ces_Latn,0.7500,yor_Latn,0.4744,4352.00,5,38,0.0789,2,0,0,1,1,0,0.2600,0.5000,0.6129,False,False,False,False,True,False,False,False,False,True,False
Non-text,0.0,CTX192601143,2,2,"""C. > - ""","C. > - """,,,,0.0,,0.0,0.0,0,9,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.5117,CTX192601143,2,3,"""a(NU./ Adlwul /A-AV 4 56 e / NLoM.M""","""a(NU./ Adlwul /A-AV 4 56 e / NLoM.M",,,ces_Latn,0.7500,ron_Latn,0.3594,1496.00,8,37,0.2432,1,0,0,0,0,0,0.2188,0.2963,0.6111,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5499,CTX192601143,2,4,"""Aldo ANAunclog.cNUL, dpévdjäi ""","Aldo ANAunclog.cNUL, dpévdjäi """,,,ces_Latn,0.7500,ltz_Latn,0.1766,4608.00,4,32,0.1250,1,0,0,0,0,0,0.1125,0.3448,0.4800,False,False,False,False,True,False,False,False,False,True,False
Empty,0.0,CTX192601143,2,5,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.4575,CTX192601143,2,6,"Foe 6 ‘ g< Awiw "" , 7 89énwv < "" ^0","Foe 6 ‘ g< Awiw "" , 7 89énwv < "" ^0",,,ces_Latn,0.7500,lmo_Latn,0.7944,552.00,12,35,0.2000,0,0,1,0,0,1,0.4167,0.2632,0.5833,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5499,CTX192601143,2,7,"ovo (4 conovz "" k 2 / A *al ga wdk.","ovo (4 conovz "" k 2 / A *al ga wdk.",,,ces_Latn,0.7500,som_Latn,0.2328,2112.00,11,35,0.1429,0,0,0,0,0,0,0.3682,0.3043,0.5556,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5499,CTX192601143,2,8,Wus Novuu (onL.,Wus Novuu (onL.,,,ces_Latn,0.7500,twi_Latn,0.7504,22016.00,3,15,0.1333,1,0,0,0,0,0,0.6000,0.3846,0.9091,False,False,False,False,True,False,False,False,False,True,False
Empty,0.0,CTX192601143,2,9,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.4733,CTX192601143,2,10,"a M. AKegneo"" o G—n & /3°9 ANKCeCné (eov(,RMNC4 (nsg*","a M. AKegneo"" o G—n & /3°9 ANKCeCné (eov(,RMNC4 (nsg*",,,ces_Latn,0.4947,ces_Latn,0.4947,2800.00,10,53,0.2075,2,0,2,0,0,0,0.3350,0.2683,0.5667,False,False,False,False,True,False,False,False,False,True,False
Trash,0.4668,CTX192601143,2,11,"(093%mM ""s 0A","(093%mM ""s 0A",,,eng_Latn,0.2049,eng_Latn,0.2049,1280.00,3,13,0.2308,1,0,1,0,0,0,0.1333,0.1429,0.7500,False,False,False,False,True,False,False,False,False,True,False
Empty,0.0,CTX192601143,2,12,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.5499,CTX192601143,2,13,"o/UJw— zoqLAo_.(Rnckod., 000/0070702 ~ Luvo Alde,","o/UJw— 2oqLAo_.(Rnckod., 000/0070702 ~ Luvo Alde,",,,ces_Latn,0.7500,epo_Latn,0.3520,472.00,6,49,0.2041,1,0,0,0,0,0,0.1750,0.2941,0.6250,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5500,CTX192601143,2,14,""" 4 Afooggje""",""" 4 Afooggje",,,ces_Latn,0.7500,nno_Latn,0.8780,3168.00,3,13,0.1538,0,1,0,0,0,0,0.2000,0.4000,0.3750,False,False,False,False,False,True,False,False,False,True,True
Trash,0.4856,CTX192601143,2,15,"Bala «a "" ged d *i—, M fod gi/vuu.^","Bala «a "" ged d *i—, M fod gi/vuu.^",,,ces_Latn,0.7500,mos_Latn,0.6139,9152.00,9,35,0.2286,0,0,0,0,0,0,0.3222,0.3333,0.5263,False,False,False,False,True,False,False,False,False,True,False
Empty,0.0,CTX192601143,2,16,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.4736,CTX192601143,2,17,M /MLonwi AA 6 em k,M /MLonwi AA 6 em k,,,ces_Latn,0.7500,xho_Latn,0.4620,7616.00,6,19,0.0526,1,0,0,0,0,0,0.5500,0.3846,0.5833,False,False,False,False,True,False,False,False,False,True,False
Trash,0.1722,CTX192601143,2,18,LonX AAA*4 ;,LonX AAA*4 ;,,,ces_Latn,0.7500,glg_Latn,0.7952,11072.00,3,12,0.1667,1,1,0,1,0,0,0.4000,0.4444,0.4286,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5485,CTX192601143,2,19,Ms M oRuiAC a AXAMsouCtwM,Ms M oRuiAC a AXAMsouCtwM,,,eng_Latn,0.8492,eng_Latn,0.8492,3168.00,5,25,0.0000,2,0,0,1,0,0,0.3500,0.4286,0.5714,False,False,False,False,True,False,False,False,False,True,False
Empty,0.0,CTX192601143,2,20,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.3416,CTX192601143,2,21,": ~eAG,‘ • /qa,‘ /L, I Ronwl W",": ~eAG,‘ • /qa,‘ /L, I Ronwl W",,,eng_Latn,0.4146,eng_Latn,0.4146,1984.00,8,30,0.3333,1,0,0,0,0,0,0.5625,0.2174,0.4615,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5950,CTX192601143,2,22,"UoyjoAeAkJACdoby,Ne0U Alaol ZUlMJL /LAz, Alkky","UoyjoAeAkJACdoby,Ne0U Alaol ZU1MJL /LAz, Alkky",,,ces_Latn,0.7500,hun_Latn,0.5364,2624.00,5,46,0.0652,3,1,1,1,0,0,0.2900,0.4634,0.4737,False,False,False,False,False,True,False,False,False,True,True
Empty,0.0,CTX192601143,2,23,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX192601143,2,24,w. 2 9981/,w. 2 9981/,,,,0.0,,0.0,0.0,0,10,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.3848,CTX192601143,2,25,"I C-. eCo M. * . , . a,","I C-. eCo M. * . , . a,",,,ces_Latn,0.7500,cat_Latn,0.5325,940.00,9,23,0.3478,1,0,0,0,0,0,0.3389,0.2667,0.4286,False,False,False,False,True,False,False,False,False,True,False
Non-text,0.0,CTX192601143,2,26,. ■ _ .I J r o,. ■ _ .I J r o,,,,0.0,,0.0,0.0,0,14,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.4546,CTX192601143,2,27,"""CNu C vaw. Nvs""","""CNu C vaw. Nvs",,,ces_Latn,0.7500,vie_Latn,0.7057,9792.00,4,16,0.1875,1,0,0,0,0,0,0.8250,0.1538,0.7000,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5763,CTX192601143,2,28,"64/on/""94 00N924""9 0oe"" /Ct/G""TV4047 leto /to","64/on/""94 00N924""9 0oe"" /Ct/G""TV4047 leto /to",,,ces_Latn,0.7500,epo_Latn,0.0777,444.00,6,45,0.2000,0,0,3,0,0,0,0.1583,0.2400,0.5625,False,False,False,False,False,True,False,False,False,True,True
Trash,0.4459,CTX192601143,2,29,"“y4 4 * 1&aN49 Galcn, 00/ e"" - brk"" &"" /"" colsh d 44 ""e • NNoso, 0","“y4 4 * 1&aN49 Galcn, 00/ e"" - brk"" &"" /"" colsh d 44 ""e • NNoso, 0",,,ces_Latn,0.7500,glg_Latn,0.1565,416.00,18,66,0.2273,2,1,2,0,0,0,0.5167,0.2051,0.5833,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5499,CTX192601143,2,30,"go04 344* Auý- Nudky oi oiti 0dCla. AKog,ndgé Pe* 63 /šbo0d","go04 344* Auý- Nudky oi oiti 0dCla. AKog,ndgé Pe* 63 /šbo0d",,,ces_Latn,0.7500,hun_Latn,0.2033,1032.00,11,59,0.1017,2,0,4,1,1,0,0.1909,0.4250,0.5000,False,False,False,False,True,False,False,False,False,True,False
Trash,0.5258,CTX192601143,2,31,"MxAck Alodny."" 7oky,6 N3 Aa 0/2«4 ÍwAqmZ ba0epu2","MxAck Alodny."" 7oky,6 N3 Aa 0/2«4 ÍwAqmZ ba0epu2",,,ces_Hang,0.5000,kor_Hang,0.2097,1496.00,8,48,0.1042,2,0,4,0,0,0,0.2375,0.3939,0.6071,False,False,False,False,True,False,False,False,False,True,False
Non-text,0.0,CTX192601143,2,32,/ A,/ A,,,,0.0,,0.0,0.0,0,3,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.5499,CTX192601143,2,33,olie,olie,,,ces_Latn,0.7500,dan_Latn,0.9559,1.00,1,4,0.0000,0,0,0,0,1,0,0.0000,0.7500,0.5000,False,False,False,False,True,False,False,False,False,False,False
Empty,0.0,CTX192601143,2,34,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.5499,CTX192601143,2,35,Alh A /adoen : Mld olryylondeo/t,Alh A /adoen : Mld olryylondeo/t,,,ces_Latn,0.7500,hun_Latn,0.3710,5920.00,6,32,0.0938,0,1,0,0,0,0,0.1417,0.4074,0.5833,False,False,False,False,True,False,False,False,False,True,False
Empty,0.0,CTX192601143,2,36,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.5243,CTX192601143,2,37,0 4 A/odolonAy/n. eootmt,0 4 A/odolonAy/n. eootmt,,,ces_Latn,0.7500,xho_Latn,0.2751,3168.00,4,24,0.1250,1,0,0,1,0,0,0.1875,0.4737,0.6875,False,False,False,False,True,False,False,False,False,True,False
Trash,0.4533,CTX192601143,2,38,ea Nonc % (uoookou 7Q*o 3,ea Nonc % (uoookou 7Q*o 3,,,ces_Latn,0.4104,ces_Latn,0.4104,1000.00,6,25,0.1200,0,1,1,1,1,0,0.6417,0.5556,0.8000,False,False,False,False,True,False,False,False,False,True,False
Empty,0.0,CTX192601143,2,39,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX192601143,2,40,UOA,UOA,,,,0.0,,0.0,0.0,0,3,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Trash,0.5227,CTX192601143,2,41,NU -,NU -,,,ces_Latn,0.7500,ron_Latn,0.9999,392.00,2,4,0.2500,0,0,0,0,0,0,0.0000,0.3333,1.0000,True,False,False,False,True,False,False,False,False,True,False
