categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Clear,0.9809,CTX196300443,1,12,"Archeologická sbírka je poměrně mladého data, vznikla ponejvíce","Archeologická sbírka je poměrně mladého data, vznikla ponejvíce",,,ces_Latn,1.0000,ces_Latn,1.0000,43.75,8,63,0.0159,0,0,0,0,0,0,0.0000,0.4107,0.4182,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9741,CTX196300443,1,13,ze sběří ředitele muzea Škrabka a spolupracovníka J.sýkory na nově objevených,ze sběří ředitele muzea Škrabka a spolupracovníka J.sýkory na nově objevených,obje,,ces_Latn,1.0000,ces_Latn,1.0000,77.00,11,77,0.0130,0,1,0,1,0,0,0.0318,0.4328,0.5152,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9677,CTX196300443,1,14,eneolitických výšinných sídlištích na Blovicku v poříčí Úslavy.,eneolitických výšinných sídlištích na Blovicku v poříčí Úslavy.,,vených,ces_Latn,0.9660,ces_Latn,0.9660,90.00,8,63,0.0159,0,1,0,0,0,0,0.0437,0.3929,0.3636,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9438,CTX196300443,1,15,"Tyto sběry, doplněné ústavním depositem z výzkumu v Srbech 1960, podávají","Tyto sběry, doplněné ústavním depositem z výzkumu v Srbech 1960, podávají",podá,,ces_Latn,1.0000,ces_Latn,1.0000,61.75,11,73,0.0274,0,0,0,0,0,0,0.0000,0.3729,0.6140,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9807,CTX196300443,1,16,výstižný přehled západočeské chamské skupiny. Z doby bronzové je,výstižný přehled západočeské chamské skupiny. Z doby bronzové je,,vají,ces_Latn,0.9990,ces_Latn,0.9990,49.75,9,64,0.0156,0,0,0,0,0,0,0.0000,0.3750,0.5818,False,False,True,False,False,False,False,False,False,False,False
Clear,0.8548,CTX196300443,1,17,v Blovicích depot z rShraní Bda BD v Libákovicích a mohylové bronzy z Járova.,v Blovicích depot z rShraní Bda BD v Libákovicích a mohylové bronzy z Járova.,Já,,ces_Latn,0.9852,ces_Latn,0.9852,1280.00,14,77,0.0130,1,0,0,0,0,0,0.0179,0.3594,0.5079,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9824,CTX196300443,1,18,"Mladší pravěké kultury nejsou zastoupeny, středověk jen drobnými","Mladší pravěké kultury nejsou zastoupeny, středověk jen drobnými",,rova.,ces_Latn,1.0000,ces_Latn,1.0000,30.12,8,64,0.0156,0,0,0,0,0,0,0.0000,0.4035,0.5714,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9391,CTX196300443,1,19,"nálezy. Materiál je přehledně zapsán ve 130 příri stkových položkách,","nálezy. Materiál je přehledně zapsán ve 130 příri stkových položkách,",,,ces_Latn,1.0000,ces_Latn,1.0000,60.00,10,69,0.0290,0,0,0,0,0,0,0.0000,0.3684,0.4545,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9775,CTX196300443,1,20,instalace se připravuje. Muzeum vyvíjí značnou aktivitu v archeologii,instalace se připravuje. Muzeum vyvíjí značnou aktivitu v archeologii,,,ces_Latn,1.0000,ces_Latn,1.0000,23.50,9,69,0.0145,0,1,0,0,0,0,0.0389,0.4590,0.5000,False,False,True,False,False,False,False,False,False,False,False
Clear,0.8889,CTX196300443,1,21,a ohlašuje nálezy exposituře / v r.1962 byl na základě jeho hlásení prOveden,a ohlašuje nálezy exposituře / v r.1962 byl na základě jeho hlásení prOveden,prO,,ces_Latn,1.0000,ces_Latn,1.0000,72.50,13,76,0.0263,1,0,0,0,0,0,0.0346,0.4333,0.5517,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9113,CTX196300443,1,22,"výzkum v Netunicích a d./, někdy ovšem zájem blovickych pracoví-","výzkum v Netunicích a d./, někdy ovšem zájem blovickych pracoví-",,veden,ces_Latn,1.0000,ces_Latn,1.0000,179.00,10,64,0.0625,0,0,0,0,0,0,0.0000,0.3455,0.5294,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9305,CTX196300443,1,23,kv zavádí k nežádoucím drobným výkopům. Ústavní depositum /Srby/ shledáno,kv zavádí k nežádoucím drobným výkopům. Ústavní depositum /Srby/ shledáno,,,ces_Latn,0.9999,ces_Latn,0.9999,99.00,10,73,0.0411,0,0,0,0,0,0,0.0000,0.3750,0.6066,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9512,CTX196300443,1,24,v pořádku.,v pořádku.,,,ces_Latn,1.0000,ces_Latn,1.0000,63.75,2,10,0.1000,0,0,0,0,0,0,0.0000,0.3333,0.6250,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9810,CTX196300443,1,25,Přehled sbírky,Přehled sbírky,,,ces_Latn,1.0000,ces_Latn,1.0000,22.38,2,14,0.0000,0,0,0,0,0,0,0.0000,0.3077,0.5385,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX196300443,1,26,Bzí - drobné nálezy z eneol. výšinnéhoj sídliště . _,Bzí - drobné nálezy z eneol. výšinnéhoj sídliště . _,,,ces_Latn,0.9980,ces_Latn,0.9980,260.00,10,52,0.0769,0,1,0,0,0,0,0.0350,0.3721,0.5385,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7999,CTX196300443,1,27,"větší soubor z eneol.výš.sídliště - publ. Masek,AR IV 1962","větší soubor z eneol.výš.sídliště - publ. Masek,AR IV 1962",,,ces_Latn,1.0000,ces_Latn,1.0000,230.00,9,58,0.0862,0,0,0,0,0,0,0.0000,0.3696,0.5122,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8217,CTX196300443,1,28,Vlkov- sběry z en eol.výš. sídli ště,Vlkov- sběry z en eol.výš. sídli ště,,,ces_Latn,1.0000,ces_Latn,1.0000,908.00,7,36,0.0833,0,0,0,0,0,0,0.0000,0.3333,0.5185,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.5499,CTX196300443,1,29,"Velký Kám en —dtto , • v v","Velký Kám en —dtto , • v v",,,ces_Latn,0.9963,ces_Latn,0.9963,2048.00,8,26,0.1154,0,1,0,0,0,0,0.2625,0.2632,0.5625,False,False,False,False,True,False,False,False,False,False,True
Clear,0.8221,CTX196300443,1,30,Polanka u Blovic - sběry z eneol.výs.sídliste,Polanka u Blovic - sběry z eneol.výs.sídliste,,,ces_Latn,0.9471,ces_Latn,0.9471,2400.00,7,45,0.0667,0,0,0,0,0,0,0.0000,0.3846,0.5833,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX196300443,1,31,"ojedinělé kam. nástroje - Plo víc e-Hradiš tě. Spálené. Poříčí.,. Ralov, dí-","ojedinělé kam. nástroje - Plo víc e-Hradiš tě. Spálené. Poříčí.,. Ralov, dí-",,,ces_Latn,0.9999,ces_Latn,0.9999,286.00,12,76,0.1316,0,0,0,0,0,0,0.0000,0.3692,0.4182,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7828,CTX196300443,1,32,"rec- Myt, Nezbavětice, Radochovy , Stl to. v .","rec- Myt, Nezbavětice, Radochovy , Stl to. v .",,,ces_Latn,0.9992,ces_Latn,0.9992,644.00,9,46,0.1304,0,0,0,0,0,0,0.0556,0.3158,0.5312,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7552,CTX196300443,1,33,"Jarov - bronz, terčoví tá jehlice, 2 pečetítkové j ehlic e, tyčink. nátamek","Jarov - bronz, terčoví tá jehlice, 2 pečetítkové j ehlic e, tyčink. nátamek",,,ces_Latn,0.7682,ces_Latn,0.7682,404.00,13,75,0.0667,0,0,0,0,0,0,0.1500,0.3710,0.4035,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9233,CTX196300443,1,34,z rozrušené mohyly v Cábuzí /střední d.bronz/,z rozrušené mohyly v Cábuzí /střední d.bronz/,,,ces_Latn,0.9999,ces_Latn,0.9999,392.00,7,45,0.0667,0,0,0,0,0,0,0.0000,0.3333,0.6389,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8611,CTX196300443,1,35,"Libákovice_- bronz.depot z rozhraní střední a mladší d.bronz., publ.","Libákovice_- bronz.depot z rozhraní střední a mladší d.bronz., publ.",,,ces_Latn,0.9927,ces_Latn,0.9927,404.00,9,68,0.1029,0,0,0,0,0,0,0.0444,0.3000,0.5660,False,False,False,False,False,False,True,False,False,False,False
Clear,0.8000,CTX196300443,1,36,"V.Čtrnáct, AR XIII 1961.","V.Čtrnáct, AR XIII 1961.",,,ces_Latn,0.8254,ces_Latn,0.8254,179.00,4,24,0.1250,0,1,0,1,0,0,0.1375,0.2941,0.2143,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7739,CTX196300443,1,37,Vrtěšíce - ojeď.nález bronz.oštěpu,Vrtěšíce - ojeď.nález bronz.oštěpu,,,ces_Latn,0.9991,ces_Latn,0.9991,1984.00,4,34,0.0882,0,0,0,0,0,0,0.0000,0.3548,0.5000,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8062,CTX196300443,1,38,"Vlčice - Chýlava - středověká keramika, údajně ""Z mohyl*.","Vlčice - Chýlava - středověká keramika, údajně ""Z mohyl*.",,,ces_Latn,1.0000,ces_Latn,1.0000,79.50,9,57,0.1053,0,0,0,0,0,0,0.0444,0.3673,0.3721,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9401,CTX196300443,1,39,v muzeu je uložen rukopis zprávy Jana Žáka z r.1881 o výkopech mohyl,v muzeu je uložen rukopis zprávy Jana Žáka z r.1881 o výkopech mohyl,,,ces_Latn,0.9941,ces_Latn,0.9941,87.00,13,68,0.0147,0,0,0,0,0,0,0.0654,0.4231,0.5686,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX196300443,1,40,v Chýlinách - Hladomří /částečně publikovaných J.Smolíkem v PA/.,v Chýlinách - Hladomří /částečně publikovaných J.Smolíkem v PA/.,,,ces_Latn,1.0000,ces_Latn,1.0000,245.00,9,64,0.0781,0,0,0,0,0,0,0.0000,0.3214,0.4118,False,False,False,False,False,True,False,False,False,False,False
Trash,0.4252,CTX196300443,2,1,"CAČ / 7 kez/.e, ~0c,A.A4-) &o a","CAČ / 7 kez/.e, ~0c,A.A4-) &o a",,,ces_Latn,0.3157,ces_Latn,0.3157,1408.00,7,31,0.3226,0,0,1,0,0,0,0.1714,0.3182,0.3333,False,False,False,False,True,False,False,False,False,True,False
