categ,quality_score,file,page_num,line_num,text,original_text,split_ws,split_we,lang,lang_score,original_lang,orig_lang_score,perplex,word_count,char_count,garbage_density,upper,repeated,ldl_fuses,fused_words,gibberish,weird_wx,word_weird,vowel_ratio,rot_ratio,caps_header,allcaps_novowel,lowppl_clear,cleanprose_clear,trash_threshold,noisy_threshold,clear_threshold,pp_dedup,pp_surrounded_trash,pp_inverted_run,pp_page_context
Clear,0.9086,CTX200603179,1,16,Okres Beroun,Okres Beroun,,,ces_Latn,0.8835,ces_Latn,0.8835,850.00,2,12,0.0000,0,0,0,0,0,0,0.0000,0.4545,0.7273,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX200603179,1,17,Lokalizace v mapě 1:10 000:,Lokalizace v mapě 1:10 000:,,,ces_Latn,1.0000,ces_Latn,1.0000,21.38,5,27,0.0741,0,0,0,0,0,0,0.0000,0.4118,0.4000,False,False,False,False,False,True,False,False,False,False,False
Clear,0.8392,CTX200603179,1,18,Mapový list 12-41-17 okolo bodu 68/217 mm od Z a J sekční čáry,Mapový list 12-41-17 okolo bodu 68/217 mm od Z a J sekční čáry,,,ces_Latn,0.9813,ces_Latn,0.9813,99.00,13,62,0.0484,0,0,0,0,0,0,0.0654,0.3846,0.5833,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX200603179,1,19,Název a druh akce: Stavba elektrické přípojky k RD čp. 10,Název a druh akce: Stavba elektrické přípojky k RD čp. 10,,,ces_Latn,1.0000,ces_Latn,1.0000,39.25,11,57,0.0351,0,0,0,0,0,0,0.0000,0.3333,0.4186,False,False,False,False,False,True,False,False,False,False,False
Noisy,0.7999,CTX200603179,1,20,"Investor: Václav Kubík, Tyršova 75, 266 01 Beroun","Investor: Václav Kubík, Tyršova 75, 266 01 Beroun",,,ces_Latn,0.6301,ces_Latn,0.6301,41.25,8,49,0.0612,0,0,0,0,0,0,0.0000,0.3714,0.5312,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9714,CTX200603179,1,21,"Základní metoda archeologického výzkumu, dohled","Základní metoda archeologického výzkumu, dohled",,,ces_Latn,1.0000,ces_Latn,1.0000,12.75,5,47,0.0213,0,0,0,1,0,0,0.0000,0.4186,0.4762,False,False,True,False,False,False,False,False,False,False,False
Noisy,0.7999,CTX200603179,1,22,Doba výzkumu: únor 2005,Doba výzkumu: únor 2005,,,ces_Latn,0.9998,ces_Latn,0.9998,38.75,4,23,0.0435,0,0,0,0,0,0,0.0000,0.4375,0.6667,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX200603179,1,23,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8592,CTX200603179,1,24,Okolnosti a cil \ýzkumu:,Okolnosti a cil \ýzkumu:,,,ces_Latn,0.9448,ces_Latn,0.9448,15168.00,4,24,0.0833,0,0,0,0,0,0,0.0000,0.4286,0.4737,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9626,CTX200603179,1,25,Byla provedena kontrola odkrytých výkopů.,Byla provedena kontrola odkrytých výkopů.,,,ces_Latn,0.9998,ces_Latn,0.9998,163.00,5,41,0.0244,0,0,0,0,0,0,0.0000,0.4054,0.5000,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX200603179,1,26,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9417,CTX200603179,1,27,Zaměřeni:,Zaměřeni:,,,ces_Latn,1.0000,ces_Latn,1.0000,144.00,1,9,0.1111,0,0,0,0,0,0,0.0000,0.4444,0.5000,False,False,False,False,False,False,True,False,False,False,False
Noisy,0.7999,CTX200603179,1,28,Zaměřeni bylo provedeno do základní mapy 1:10 000.,Zaměřeni bylo provedeno do základní mapy 1:10 000.,,,ces_Latn,1.0000,ces_Latn,1.0000,20.75,8,50,0.0400,0,0,0,0,0,0,0.0000,0.4324,0.6571,False,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX200603179,1,29,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8374,CTX200603179,1,30,Popis terénni situace:,Popis terénni situace:,,,ces_Latn,0.5470,ces_Latn,0.5470,2112.00,3,22,0.0455,0,1,0,0,0,0,0.1167,0.4500,0.5263,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9851,CTX200603179,1,31,Ve výkopu byly zjištěny pouze geologické situace,Ve výkopu byly zjištěny pouze geologické situace,,,ces_Latn,1.0000,ces_Latn,1.0000,56.25,7,48,0.0000,0,0,0,0,0,0,0.0000,0.5000,0.5476,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX200603179,1,32,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8881,CTX200603179,1,33,Zhodnoceni:,Zhodnoceni:,,,ces_Latn,0.9448,ces_Latn,0.9448,850.00,1,11,0.0909,0,0,0,0,0,0,0.0000,0.3636,0.7000,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9654,CTX200603179,1,34,Nebyly porušeny archeologické situace.,Nebyly porušeny archeologické situace.,,,ces_Latn,0.9997,ces_Latn,0.9997,108.50,4,38,0.0263,0,0,0,0,0,0,0.0000,0.4857,0.5000,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX200603179,1,35,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7999,CTX200603179,1,36,V Kladně 30. 12. 2005 Mgr. Daniel Stolz,V Kladně 30. 12. 2005 Mgr. Daniel Stolz,,,ces_Latn,0.9984,ces_Latn,0.9984,35.75,8,39,0.0769,0,0,0,0,0,0,0.0000,0.2500,0.4762,False,False,False,False,False,True,False,False,False,False,False
Clear,0.9782,CTX200603179,3,1,ÚSTAV ARCHEOLOGICKÉ PAMÁTKOVÉ,ÚSTAV ARCHEOLOGICKÉ PAMÁTKOVÉ,,,ces_Latn,0.9978,ces_Latn,0.9978,93.00,3,29,0.0000,0,0,0,0,0,0,0.0000,0.4444,0.3333,True,False,False,False,False,False,True,False,False,False,False
Clear,0.9716,CTX200603179,3,2,PÉČE STŘEDNÍCH ČECH,PÉČE STŘEDNÍCH ČECH,,,ces_Latn,1.0000,ces_Latn,1.0000,153.00,3,19,0.0000,0,0,0,0,0,0,0.0000,0.2941,0.4118,True,False,False,False,False,False,True,False,False,False,False
Clear,0.8956,CTX200603179,3,3,EXPERTNÍ LIST KE STAVBĚ,EXPERTNÍ LIST KE STAVBĚ,,,ces_Latn,1.0000,ces_Latn,1.0000,3168.00,4,23,0.0000,0,0,0,0,0,0,0.0500,0.3500,0.5000,True,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX200603179,3,4,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9776,CTX200603179,3,5,Dokument je určen pro investora stavby jako doklad realizovaného záchranného,Dokument je určen pro investora stavby jako doklad realizovaného záchranného,,,ces_Latn,0.9909,ces_Latn,0.9909,135.00,10,76,0.0000,0,1,0,0,0,0,0.0350,0.4179,0.5224,False,False,False,False,False,False,True,False,False,False,False
Clear,0.9696,CTX200603179,3,6,výzkumu. Je nedílnou součástí konkrétní stavební akce.,výzkumu. Je nedílnou součástí konkrétní stavební akce.,,,ces_Latn,1.0000,ces_Latn,1.0000,27.50,7,54,0.0370,0,0,0,0,0,0,0.0000,0.4167,0.5435,False,False,True,False,False,False,False,False,False,False,False
Clear,0.9739,CTX200603179,3,7,V souvislosti s jinou stavební aktivitou je neplatný.,V souvislosti s jinou stavební aktivitou je neplatný.,,,ces_Latn,0.9996,ces_Latn,0.9996,87.00,8,53,0.0189,0,0,0,0,0,0,0.0000,0.4348,0.5556,False,False,False,False,False,False,True,False,False,False,False
Non-text,0.0,CTX200603179,3,8,"""* * —* L.A*t**? * ""","* * —* L.A*t**? * """,,,,0.0,,0.0,0.0,0,20,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.6189,CTX200603179,3,9,"LOKALITA: BÍTOV U KONĚPRUS,PCI8TT._ . .","LOKALITA: BÍTOV U KONĚPRUS,PCI8TT._ . .",,,ces_Latn,0.8483,ces_Latn,0.8483,940.00,6,39,0.1538,0,1,1,1,0,0,0.1500,0.3333,0.4074,True,False,False,False,False,True,False,False,False,False,False
Non-text,0.0,CTX200603179,3,10,7--WE * ----- - ser- ■■ • -*-,7--WE * ----- - ser- ■■ • -*-,,,,0.0,,0.0,0.0,0,29,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Empty,0.0,CTX200603179,3,11,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9203,CTX200603179,3,12,KATASTRÁLNÍ UZEMÍ: BTOVU KONĚPRUS-A OKRES:,KATASTRÁLNÍ UZEMÍ: BTOVU KONĚPRUS-A OKRES:,,,ces_Latn,0.9996,ces_Latn,0.9996,392.00,5,42,0.0714,0,0,0,0,0,0,0.0000,0.3947,0.5143,True,False,False,False,False,False,True,False,False,False,False
Non-text,0.0,CTX200603179,3,13,"k- - : .** - - r # * WĚ. -- "" w ' -*** * • ** v •* w","k- - : .** - - r # * WĚ. -- "" w ' -*** * • ** v •* w",,,,0.0,,0.0,0.0,0,52,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX200603179,3,14,•7. - • .. -* - mxei---r- ------,•7. - • .. -* - mxei---r- ------,,,,0.0,,0.0,0.0,0,32,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX200603179,3,15,"- -**,* er.**u . Je., - ». *• . r","- -**,* er.**u . Je., - ». *• . r",,,,0.0,,0.0,0.0,0,33,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8000,CTX200603179,3,16,"MAPA ZM 1:10.000 12-41-17 bodu 68/217;mmodZ a J sekční,čáry","MAPA ZM 1:10.000 12-41-17 bodu 68/217;mmodZ a J sekční,čáry",,,ces_Latn,0.6559,ces_Latn,0.6559,127.00,9,59,0.1186,1,1,0,0,0,0,0.1611,0.2941,0.6296,False,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX200603179,3,17,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7717,CTX200603179,3,18,INVESTOR: VÁCLAVKUBIK- •,INVESTOR: VÁCLAVKUBIK- •,,,ces_Latn,0.7500,vie_Latn,0.3053,245.00,3,24,0.1250,0,0,0,0,0,0,0.0000,0.3182,0.4737,True,False,False,False,False,True,False,False,False,False,False
Trash,0.4770,CTX200603179,3,19,TYRSOVA5===aras ..v 277,TYRSOVA5===aras ..v 277,,,ces_Latn,0.7500,lit_Latn,0.5581,2112.00,3,23,0.2174,1,1,1,1,0,0,0.3333,0.2941,0.5000,False,False,False,False,True,False,False,False,False,False,False
Trash,0.4209,CTX200603179,3,20,"266 01 BEROUN 2=: aEsne "" K- . - -","266 01 BEROUN 2=: aEsne "" K- . - -",,,ces_Latn,0.7500,zsm_Latn,0.1651,880.00,10,34,0.2059,1,0,0,0,0,0,0.3450,0.3158,0.7500,False,False,False,False,True,False,False,False,False,False,False
Non-text,0.0,CTX200603179,3,21,"• .,)*$‘ *r***.**- * uwee’-*-—+am-*-- =*=*-r-o-. ved-r n-* ■ -","• .,)*$‘ *r***.**- * uwee’-*-—+am-*-- =*=*-r-o-. ved-r n-* ■ -",,,,0.0,,0.0,0.0,0,62,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX200603179,3,22,- * -**=. ■■ wy ew.t-u U**okv* • -**.*=■ -,- * -**=. ■■ wy ew.t-u U**okv* • -**.*=■ -,,,,0.0,,0.0,0.0,0,42,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.6993,CTX200603179,3,23,NÁZEVADRUHSTAVBY:ELEKTRICKÄPRPOJKANNK-RDČP. 10,NÁZEVADRUHSTAVBY:ELEKTRICKÄPRPOJKANNK-RDČP. 10,,,ces_Latn,0.9913,ces_Latn,0.9913,430.00,2,46,0.0652,0,1,0,1,0,0,0.1750,0.2791,0.4750,True,False,False,False,False,True,False,False,False,False,False
Empty,0.0,CTX200603179,3,24,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.8705,CTX200603179,3,25,DOBA VÝZKUMU: ÚNOR 2005,DOBA VÝZKUMU: ÚNOR 2005,,,ces_Latn,0.9998,ces_Latn,0.9998,53.00,4,23,0.0435,0,0,0,0,0,0,0.0000,0.4375,0.6667,True,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX200603179,3,26,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Non-text,0.0,CTX200603179,3,27,"[r "" A , 1 Ťy I] h A * ,7 *","[r "" A , 1 Ťy I] h A * ,7 *",,,,0.0,,0.0,0.0,0,27,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Noisy,0.7922,CTX200603179,3,28,FORMA ARCHEOLOGICKÉHO_VÝZKUMU: DOHLED,FORMA ARCHEOLOGICKÉHO_VÝZKUMU: DOHLED,,,ces_Latn,0.9997,ces_Latn,0.9997,209.00,3,37,0.0541,0,0,0,1,0,0,0.1333,0.4000,0.4545,True,False,False,False,False,True,False,False,False,False,False
Non-text,0.0,CTX200603179,3,29,"(2 7 M Ä V,:","(2 7 M Ä V,:",,,,0.0,,0.0,0.0,0,12,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9638,CTX200603179,3,30,VÝSLEDEK: NEBYLY ZACHYCENY ARCHEOLOGICKÉ SITUACE. BYLO,VÝSLEDEK: NEBYLY ZACHYCENY ARCHEOLOGICKÉ SITUACE. BYLO,,,ces_Latn,1.0000,ces_Latn,1.0000,99.00,6,54,0.0370,0,0,0,0,0,0,0.0000,0.4490,0.5106,True,False,False,False,False,False,True,False,False,False,False
Clear,0.9617,CTX200603179,3,31,ZDOKUMENTOVÁNO POUZE GEOLOGICKÉ PODLOŽÍ.,ZDOKUMENTOVÁNO POUZE GEOLOGICKÉ PODLOŽÍ.,,,ces_Latn,0.9998,ces_Latn,0.9998,168.00,4,40,0.0250,0,0,0,0,0,0,0.0000,0.4595,0.6389,True,False,False,False,False,False,True,False,False,False,False
Empty,0.0,CTX200603179,3,32,,,,,,0.0,,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False
Clear,0.9251,CTX200603179,3,33,"ÚZEMÍ ZASAŽENÉ STAVEBNÍ ČINNOSTÍ POSOUDIL: MGR. DANIEL STOLZ, .A.","ÚZEMÍ ZASAŽENÉ STAVEBNÍ ČINNOSTÍ POSOUDIL: MGR. DANIEL STOLZ, .A.",,,ces_Latn,0.9896,ces_Latn,0.9896,135.00,9,65,0.0769,0,1,0,0,0,0,0.0944,0.3860,0.5577,True,False,False,False,False,False,True,False,False,False,False
Trash,0.5160,CTX200603179,3,34,ewa esmafkOV e,ewa esmafkOV e,,,ces_Latn,0.7500,glg_Latn,0.5501,8640.00,3,14,0.0000,1,0,0,0,0,0,0.7833,0.5000,0.6667,False,False,False,False,True,False,False,False,False,False,False
Trash,0.4408,CTX200603179,3,35,. LEACOVISTEKAAPApuc,. LEACOVISTEKAAPApuc,,,ces_Latn,0.7500,fin_Latn,0.8534,850.00,2,20,0.0500,1,1,0,1,0,0,0.4000,0.4737,0.4444,False,False,False,False,True,False,False,False,False,False,False
Noisy,0.6114,CTX200603179,3,36,DATUM: 10.5. 2005 C.J. 119/2005 KL PODPIS: NoOL,DATUM: 10.5. 2005 C.J. 119/2005 KL PODPIS: NoOL,,,pol_Latn,0.4087,pol_Latn,0.4087,46.75,8,47,0.1489,1,0,0,0,0,0,0.0312,0.2308,0.5789,False,False,False,False,False,True,False,False,False,False,False
